Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.524601697921753	0	4.6651163	2.6970167	21.0	2.0	4.665116279069768	2.697016760252674	1003	1003
2.0744850635528564	1	7.3884892	4.7793183	30.0	2.0	7.388489208633094	4.779318140715401	1027	2030
2.5505616664886475	2	11.386364	7.6773458	38.0	2.0	11.386363636363637	7.677345389612542	1002	3032
3.043586015701294	3	13.217949	9.047804	42.0	2.0	13.217948717948717	9.04780386428668	1031	4063
3.5156352519989014	4	9.980198	6.609295	36.0	2.0	9.98019801980198	6.609294682370571	1008	5071
3.9785563945770264	5	10.880435	7.6568274	46.0	3.0	10.880434782608695	7.656827574564825	1001	6072
4.449305295944214	6	9.625	5.540389	31.0	2.0	9.625	5.5403892879055405	1001	7073
4.923469066619873	7	10.447917	6.7033415	40.0	3.0	10.447916666666666	6.703341504532563	1003	8076
5.411323070526123	8	12.578313	9.194184	47.0	3.0	12.578313253012048	9.194184230311501	1044	9120
5.881248712539673	9	12.011905	6.6752815	34.0	3.0	12.011904761904763	6.675281423742957	1009	10129
6.344242811203003	10	14.314285	9.455978	47.0	3.0	14.314285714285715	9.455977485383602	1002	11131
6.814018487930298	11	16.031746	13.808173	72.0	3.0	16.03174603174603	13.808173624927196	1010	12141
7.294747591018677	12	19.884615	14.39505	65.0	2.0	19.884615384615383	14.395049691519018	1034	13175
7.759439468383789	13	17.754387	11.837023	59.0	3.0	17.75438596491228	11.837022950989796	1012	14187
8.241810083389282	14	17.929825	14.390372	58.0	2.0	17.92982456140351	14.390371597219561	1022	15209
8.729633092880249	15	16.836065	13.6155405	60.0	2.0	16.83606557377049	13.615541177987401	1027	16236
9.232056379318237	16	25.95	17.271292	70.0	3.0	25.95	17.27129120824497	1038	17274
9.707214117050171	17	25.175	17.859015	65.0	2.0	25.175	17.859013830556265	1007	18281
10.192280530929565	18	24.857143	16.49036	61.0	2.0	24.857142857142858	16.49035999574041	1044	19325
10.67177128791809	19	35.964287	21.016119	78.0	3.0	35.964285714285715	21.016119906356817	1007	20332
11.146918296813965	20	29.057142	15.512102	63.0	4.0	29.057142857142857	15.512101924705402	1017	21349
11.60588812828064	21	28.77143	16.733347	63.0	3.0	28.771428571428572	16.733346884565073	1007	22356
12.084008693695068	22	31.060606	16.075464	73.0	6.0	31.060606060606062	16.075464824684236	1025	23381
12.562076807022095	23	30.382353	20.746387	89.0	4.0	30.38235294117647	20.74638835454946	1033	24414
13.058613538742065	24	35.896553	23.623985	91.0	7.0	35.89655172413793	23.623986681550665	1041	25455
13.53495979309082	25	51.8	30.988062	134.0	9.0	51.8	30.988062217570175	1036	26491
14.044098138809204	26	56.68421	29.52974	112.0	2.0	56.68421052631579	29.52973992716842	1077	27568
14.536905527114868	27	70.86667	29.55417	113.0	2.0	70.86666666666666	29.554168722684263	1063	28631
15.00525951385498	28	85.75	32.355125	135.0	24.0	85.75	32.35512581750636	1029	29660
15.469169855117798	29	91.90909	36.352955	128.0	22.0	91.9090909090909	36.35295297610147	1011	30671
15.949312925338745	30	79.84615	39.152256	149.0	22.0	79.84615384615384	39.15225929986702	1038	31709
16.421802759170532	31	104.2	39.87681	189.0	28.0	104.2	39.876810303734175	1042	32751
16.92207169532776	32	73.066666	32.22518	126.0	11.0	73.06666666666666	32.22517994088198	1096	33847
17.389716148376465	33	85.083336	38.853268	145.0	12.0	85.08333333333333	38.85326741586721	1021	34868
17.907292366027832	34	103.454544	56.25488	230.0	4.0	103.45454545454545	56.25488041270672	1138	36006
18.414576292037964	35	112.6	47.348072	193.0	25.0	112.6	47.348072822449694	1126	37132
18.886942625045776	36	343.33334	79.369736	444.0	250.0	343.3333333333333	79.36973954572079	1030	38162
19.3892240524292	37	215.0	70.53226	327.0	124.0	215.0	70.53226212167026	1075	39237
19.87667202949524	38	106.7	58.11721	204.0	3.0	106.7	58.11720915529237	1067	40304
20.37769079208374	39	76.07143	68.86785	243.0	3.0	76.07142857142857	68.86784890095593	1065	41369
20.88181757926941	40	275.25	133.41359	491.0	158.0	275.25	133.41359563402824	1101	42470
21.379518032073975	41	361.33334	48.403397	417.0	299.0	361.3333333333333	48.40339749324307	1084	43554
21.91662335395813	42	166.14285	65.24772	250.0	27.0	166.14285714285714	65.24772261253605	1163	44717
22.43607187271118	43	190.16667	39.561836	226.0	106.0	190.16666666666666	39.56183626790962	1141	45858
22.952040195465088	44	137.875	104.36647	355.0	24.0	137.875	104.3664667170447	1103	46961
23.45153570175171	45	108.6	92.39393	325.0	29.0	108.6	92.39393919516583	1086	48047
23.92449688911438	46	101.8	83.05155	258.0	9.0	101.8	83.05155025645216	1018	49065
24.598103284835815	47	207.85715	237.14397	615.0	9.0	207.85714285714286	237.1439759009755	1455	50520
25.500890970230103	48	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	52520
26.092120885849	49	649.5	350.5	1000.0	299.0	649.5	350.5	1299	53819
26.99746012687683	50	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	55819
27.730751991271973	51	812.0	188.0	1000.0	624.0	812.0	188.0	1624	57443
28.540857315063477	52	821.0	179.0	1000.0	642.0	821.0	179.0	1642	59085
29.382341861724854	53	844.0	156.0	1000.0	688.0	844.0	156.0	1688	60773
29.85284996032715	54	125.375	43.052113	174.0	45.0	125.375	43.05211231751585	1003	61776
30.348644018173218	55	88.416664	33.636433	152.0	2.0	88.41666666666667	33.63643444573491	1061	62837
